Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Authenticity check: QID104,Authenticity check: QID106,Authenticity check: QID124,Authenticity check: QID125,Authenticity check: QID126,Authenticity check: QID127,Authenticity check: QID128,Authenticity check: QID130,Authenticity check: QID137,Authenticity check: QID138,Authenticity check: QID139,Authenticity check: QID140,Authenticity check: QID141,Authenticity check: QID5,Authenticity check: QID6,Authenticity check: QID93,Authenticity check: QID97,Authenticity check: QID99
693c61b0d93bab6a4273cad5,67cb00c68ccef3da73b3cb06,APPROVED,Not Applicable,2025-12-12T18:41:39.578000Z,2025-12-12T18:52:06.111000Z,2025-12-13T10:56:28.836000Z,2025-12-12T18:52:06.447492Z,627.0,CCPXUCJH,1019,50,Female,White,United States,United States,United States,English,No,Full-Time,N/A,Pass,N/A,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
693c61b9987d4f0ebf880fe9,5f5071d436e91f1e5fcd660d,APPROVED,Not Applicable,2025-12-12T18:41:04.530000Z,2025-12-12T18:49:24.615000Z,2025-12-13T10:56:29.220000Z,2025-12-12T18:49:24.946671Z,501.0,CCPXUCJH,890,28,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c61d30a71940518293614,66be86562465d56fd953fba2,APPROVED,Not Applicable,2025-12-12T18:41:29.559000Z,2025-12-12T18:54:58.232000Z,2025-12-13T10:56:29.604000Z,2025-12-12T18:54:58.588203Z,809.0,CCPXUCJH,1081,32,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c621bd49b51b67b855a56,671c4c21de66637aafff57a0,APPROVED,Not Applicable,2025-12-12T18:42:42.875000Z,2025-12-12T18:57:46.458000Z,2025-12-13T10:56:30.019000Z,2025-12-12T18:57:46.998527Z,904.0,CCPXUCJH,239,59,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,Pass,N/A,N/A,N/A,N/A,Pass,N/A,Pass,Pass,N/A,N/A,N/A,Pass,N/A,Pass,Pass,N/A
693c62431f44d2c2081d63f3,67a6cbe357e1acaf3c860247,APPROVED,Not Applicable,2025-12-12T18:43:21.860000Z,2025-12-12T19:00:29.599000Z,2025-12-13T10:56:30.433000Z,2025-12-12T19:00:29.934872Z,1028.0,CCPXUCJH,625,43,Male,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,N/A,Pass,Pass,Pass,Pass,N/A,Pass,N/A,N/A,Pass,N/A,Pass,N/A,Pass,N/A,Pass
693c624b3a03de2c65ef9d1e,6119bdc932d9ebe82ea581e1,APPROVED,Not Applicable,2025-12-12T18:43:32.424000Z,2025-12-12T18:56:53.095000Z,2025-12-13T10:56:30.820000Z,2025-12-12T18:56:53.446002Z,801.0,CCPXUCJH,1650,40,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c62711248964030f07c51,669d8b26896ecc9457727c9f,APPROVED,Not Applicable,2025-12-12T18:44:04.984000Z,2025-12-12T18:53:53.479000Z,2025-12-13T10:56:31.247000Z,2025-12-12T18:53:53.914755Z,589.0,CCPXUCJH,1870,28,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c6289e4ad4000be98734a,6650ecda2657647b60a302eb,APPROVED,Not Applicable,2025-12-12T18:44:41.597000Z,2025-12-12T18:55:09.184000Z,2025-12-13T10:56:31.635000Z,2025-12-12T18:55:10.867885Z,628.0,CCPXUCJH,1154,28,Male,Other,United States,United States,United States,English,No,Part-Time,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c631235aff2779cc8563f,676c9fdb29eb6558c47a3a25,APPROVED,Not Applicable,2025-12-12T18:46:47.586000Z,2025-12-12T18:56:47.167000Z,2025-12-13T10:56:32.029000Z,2025-12-12T18:56:47.498008Z,600.0,CCPXUCJH,582,25,Male,White,United States,United States,United States,English,Yes,Full-Time,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c63161d2103829b31d23a,66ff9b016d7e1f8c4632828f,APPROVED,Not Applicable,2025-12-12T18:46:56.474000Z,2025-12-12T19:03:53.817000Z,2025-12-13T10:56:32.436000Z,2025-12-12T19:03:54.187774Z,1018.0,CCPXUCJH,416,46,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,Pass,N/A,Pass,Pass,Pass,Pass,N/A,Pass,Pass,N/A,Pass,N/A,Pass,Pass,Pass,Pass,N/A
693c639e2080620dc5fa24eb,66e982b2da4a8dde63eac56c,APPROVED,Not Applicable,2025-12-12T18:49:02.204000Z,2025-12-12T19:06:06.882000Z,2025-12-13T10:56:32.838000Z,2025-12-12T19:06:07.216083Z,1025.0,CCPXUCJH,1336,26,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,N/A,Pass,Pass,N/A,Pass,Pass,Pass
693c63a5687fd653f2dd4d2a,60ff23ed41f1414de8b3856b,APPROVED,Not Applicable,2025-12-12T18:49:14.316000Z,2025-12-12T18:55:06.821000Z,2025-12-13T10:56:33.240000Z,2025-12-12T18:55:07.157504Z,353.0,CCPXUCJH,1657,29,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c63aba846cb78d563ad8f,67f302367b115d1edb94f0b0,APPROVED,Not Applicable,2025-12-12T18:49:15.537000Z,2025-12-12T19:14:42.299000Z,2025-12-13T10:56:33.631000Z,2025-12-12T19:14:42.694441Z,1527.0,CCPXUCJH,1811,38,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Pass,Pass,Pass,Pass,N/A,Pass,Pass,N/A,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
693c643c22db278f72e6fa8f,633485c40e46cf7e9a2f2ca1,APPROVED,Not Applicable,2025-12-12T18:51:43.396000Z,2025-12-12T19:03:21.276000Z,2025-12-13T10:56:34.011000Z,2025-12-12T19:03:21.612688Z,698.0,CCPXUCJH,1245,40,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c6462b5e461d3c956781f,57dab7f721d77800018e42fe,APPROVED,Not Applicable,2025-12-12T18:52:25.064000Z,2025-12-12T19:03:09.224000Z,2025-12-13T10:56:34.423000Z,2025-12-12T19:03:09.573619Z,645.0,CCPXUCJH,1422,30,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c64dfc9e19e698663b329,663a584a28c3c4f47601792c,APPROVED,Not Applicable,2025-12-12T18:54:27.059000Z,2025-12-12T19:05:33.433000Z,2025-12-13T10:56:34.835000Z,2025-12-12T19:05:33.776073Z,667.0,CCPXUCJH,995,28,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c64e2a24a88b7812a4d57,6612ef77c7b1e47ca2e9d346,APPROVED,Not Applicable,2025-12-12T18:54:33.652000Z,2025-12-12T19:07:46.474000Z,2025-12-13T10:56:35.216000Z,2025-12-12T19:07:46.815216Z,793.0,CCPXUCJH,90,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c64f7c92bffe7d15324c5,61109efff90b5bcc15b68b75,APPROVED,Not Applicable,2025-12-12T18:54:54.899000Z,2025-12-12T19:08:04.325000Z,2025-12-13T10:56:35.599000Z,2025-12-12T19:08:04.678581Z,790.0,CCPXUCJH,1764,52,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c65603a03de2c65efa061,67ace9b8a3dada8f64274fd7,APPROVED,Not Applicable,2025-12-12T18:56:40.151000Z,2025-12-12T19:22:58.382000Z,2025-12-13T10:56:36.950000Z,2025-12-12T19:22:58.787105Z,1579.0,CCPXUCJH,1698,34,Female,White,United States,United States,United States,English,No,Full-Time,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass,Pass,Pass
693c65798f6b4ab6a15b6f25,67ed7515c3602df172cbddbc,APPROVED,Not Applicable,2025-12-12T18:57:04.053000Z,2025-12-12T19:09:27.657000Z,2025-12-13T10:56:37.366000Z,2025-12-12T19:09:28.029136Z,744.0,CCPXUCJH,281,72,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c65c408a8c574120ec6e6,67eeddc6ad2e14ecc6dbe48a,APPROVED,Not Applicable,2025-12-12T18:58:17.617000Z,2025-12-12T19:09:32.902000Z,2025-12-13T10:56:37.756000Z,2025-12-12T19:09:33.262374Z,676.0,CCPXUCJH,862,62,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,N/A,Pass,Pass,Pass
693c65f31d02d25b559c4040,65352328ddb089d098ab5d36,APPROVED,Not Applicable,2025-12-12T18:59:02.254000Z,2025-12-12T19:15:45.228000Z,2025-12-13T10:56:38.154000Z,2025-12-12T19:15:45.567232Z,1003.0,CCPXUCJH,886,53,Male,White,United States,United States,United States,English,No,Full-Time,Pass,Pass,N/A,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass,Pass,Pass,Pass,Pass
693c6611639d0a11e7c04ea6,66e97406fc4c4cd3e2d68fa6,APPROVED,Not Applicable,2025-12-12T18:59:39.221000Z,2025-12-12T19:11:39.733000Z,2025-12-13T10:56:38.593000Z,2025-12-12T19:11:40.187326Z,721.0,CCPXUCJH,1761,40,Male,White,Ukraine,United States,United States,English,No,Full-Time,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c66b368e385a672a21ceb,64f386a35e66f7ad22b38ccf,APPROVED,Not Applicable,2025-12-12T19:02:17.534000Z,2025-12-12T19:23:01.580000Z,2025-12-13T10:56:38.998000Z,2025-12-12T19:23:01.920422Z,1245.0,CCPXUCJH,1355,53,Female,Black,Jamaica,United States,DATA_EXPIRED,English,DATA_EXPIRED,DATA_EXPIRED,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c66d6f68adb29cae6fe7a,65f48c6de41485ac8b284e83,APPROVED,Not Applicable,2025-12-12T19:02:52.630000Z,2025-12-12T19:14:10.459000Z,2025-12-13T10:56:39.390000Z,2025-12-12T19:14:10.779872Z,678.0,CCPXUCJH,631,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Pass,Pass,N/A,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c67b1442f7e0dc6235a7d,67411ab7d8d8a967ca1d86ab,APPROVED,Not Applicable,2025-12-12T19:06:58.421000Z,2025-12-12T19:19:20.977000Z,2025-12-13T10:56:39.814000Z,2025-12-12T19:19:21.318134Z,743.0,CCPXUCJH,53,29,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c67d65763fb4aa1990b5f,65d41e7614f13a6598834a8b,APPROVED,Not Applicable,2025-12-12T19:07:05.939000Z,2025-12-12T19:18:29.509000Z,2025-12-13T10:56:40.253000Z,2025-12-12T19:18:29.896676Z,684.0,CCPXUCJH,302,28,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c68293b0ab0ad43d4a7a5,66eb407e1ff22f0926073501,APPROVED,Not Applicable,2025-12-12T19:08:28.385000Z,2025-12-12T19:14:04.860000Z,2025-12-13T10:56:40.659000Z,2025-12-12T19:14:05.286383Z,337.0,CCPXUCJH,157,28,Female,Mixed,United States,United States,United States,English,No,Full-Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pass,N/A,N/A,N/A,Pass,N/A,N/A,N/A,N/A,N/A
693c683d1fff4259e8bd2b0b,67f047191b866fcef1c7e1c0,APPROVED,Not Applicable,2025-12-12T19:08:51.836000Z,2025-12-12T19:21:06.093000Z,2025-12-13T10:56:41.088000Z,2025-12-12T19:21:06.562531Z,735.0,CCPXUCJH,630,38,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c688eebdc97f2c9813895,677d27908064d9a59051cb91,APPROVED,Not Applicable,2025-12-12T19:10:11.372000Z,2025-12-12T19:20:37.548000Z,2025-12-13T10:56:41.496000Z,2025-12-12T19:20:37.887698Z,627.0,CCPXUCJH,585,33,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c689d0675ea2c5baca662,59a4b7ca8d2b1600011b41c2,APPROVED,Not Applicable,2025-12-12T19:10:24.665000Z,2025-12-12T19:28:13.969000Z,2025-12-13T10:56:41.909000Z,2025-12-12T19:28:14.359312Z,1070.0,CCPXUCJH,670,37,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c69295fc99d581cc150de,676ef640250de1d8b3e57d96,APPROVED,Not Applicable,2025-12-12T19:14:18.884000Z,2025-12-12T19:28:24.451000Z,2025-12-13T10:56:42.304000Z,2025-12-12T19:28:24.847048Z,846.0,CCPXUCJH,1516,33,Male,White,Turkmenistan,United States,Turkmenistan,English,No,Part-Time,Pass,N/A,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,N/A,Pass,Pass,Pass
693c69446637e428ab03406a,6721cfb0b3917ca873ddb01f,APPROVED,Not Applicable,2025-12-12T19:13:24.636000Z,2025-12-12T19:27:51.160000Z,2025-12-13T10:56:42.727000Z,2025-12-12T19:27:51.643282Z,867.0,CCPXUCJH,1234,22,Male,Black,Spain,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c69b8ed3201cc32b01eb4,664641bdbd41a76a83a835a8,APPROVED,Not Applicable,2025-12-12T19:15:57.707000Z,2025-12-12T19:28:16.830000Z,2025-12-13T10:56:43.121000Z,2025-12-12T19:28:17.154587Z,740.0,CCPXUCJH,856,34,Female,Asian,United States,United States,United States,English,No,Part-Time,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c69bb53226abb2c514b0b,66294a585f1cf3fdaeb80120,APPROVED,Not Applicable,2025-12-12T19:15:13.389000Z,2025-12-12T19:26:33.386000Z,2025-12-13T10:56:43.512000Z,2025-12-12T19:26:33.742393Z,680.0,CCPXUCJH,1698,50,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,Pass,Pass,N/A,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c69eed91514ed98e9baea,66a2fd3ddb8757da1068e932,APPROVED,Not Applicable,2025-12-12T19:16:02.321000Z,2025-12-12T19:26:54.153000Z,2025-12-13T10:56:43.908000Z,2025-12-12T19:26:54.582553Z,652.0,CCPXUCJH,1029,24,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c69f34baed20f5b824d12,65dba581504a6a75a4d6f016,APPROVED,Not Applicable,2025-12-12T19:16:09.026000Z,2025-12-12T19:27:19.534000Z,2025-12-13T10:56:44.331000Z,2025-12-12T19:27:19.946887Z,671.0,CCPXUCJH,1495,36,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c6a30b5e461d3c956796b,663a5efc3be407346e417ff2,APPROVED,Not Applicable,2025-12-12T19:25:59.186000Z,2025-12-12T19:55:51.893000Z,2025-12-13T10:56:44.737000Z,2025-12-12T19:55:52.230615Z,1793.0,CCPXUCJH,1475,35,Male,White,United States,United States,United States,English,Yes,Full-Time,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c6a4b4baed20f5b824d28,671104a3b307bee2953cb286,APPROVED,Not Applicable,2025-12-12T19:17:35.941000Z,2025-12-12T19:28:25.074000Z,2025-12-13T10:56:45.157000Z,2025-12-12T19:28:25.417210Z,650.0,CCPXUCJH,1592,37,Female,White,United States,United States,United States,Other,No,Unemployed (and job seeking),Pass,N/A,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c6aaa08a8c574120ec810,612df6ef33e1afb850d6d56f,APPROVED,Not Applicable,2025-12-12T19:19:33.924000Z,2025-12-12T19:38:02.373000Z,2025-12-13T10:56:45.538000Z,2025-12-12T19:38:02.725026Z,1109.0,CCPXUCJH,1484,34,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c6ab62d24c0beed8b5956,692769aaa410d44da4ce718b,APPROVED,Not Applicable,2025-12-12T19:19:24.963000Z,2025-12-12T19:28:37.368000Z,2025-12-13T10:56:45.928000Z,2025-12-12T19:28:37.787455Z,553.0,CCPXUCJH,96,49,Male,White,Canada,United States,United States,English,No,Full-Time,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c6bbb7619f7b70ed562d8,6155179d24f54c4bcca3c313,APPROVED,Not Applicable,2025-12-12T19:23:44.044000Z,2025-12-12T19:35:52.081000Z,2025-12-13T10:56:46.355000Z,2025-12-12T19:35:52.509828Z,729.0,CCPXUCJH,1896,37,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,N/A,Pass,N/A,Pass,Pass,Pass
693c6c8e362586e91be7f794,659575ef7daa54a6b78c9c9a,APPROVED,Not Applicable,2025-12-12T19:27:21.319000Z,2025-12-12T19:50:02.897000Z,2025-12-13T10:56:46.753000Z,2025-12-12T19:50:03.268503Z,1362.0,CCPXUCJH,1375,27,Female,Black,United States,United States,United States,English,No,Full-Time,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c6cbfd9e05d850dd9efd0,61083d0487d9041740853c17,APPROVED,Not Applicable,2025-12-12T19:28:12.770000Z,2025-12-12T19:40:39.897000Z,2025-12-13T10:56:47.158000Z,2025-12-12T19:40:40.311010Z,748.0,CCPXUCJH,790,26,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,Pass,N/A,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c6d3c8e88d4e496f9906e,672bd7268edc30919dbb118c,APPROVED,Not Applicable,2025-12-12T19:30:11.743000Z,2025-12-12T19:44:36.879000Z,2025-12-13T10:56:47.583000Z,2025-12-12T19:44:37.215213Z,866.0,CCPXUCJH,1211,32,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
693c6da1b7117fdcb14b5104,6612eae68ccfbae62a843c43,APPROVED,Not Applicable,2025-12-12T19:31:52.214000Z,2025-12-12T19:41:51.666000Z,2025-12-13T10:56:47.995000Z,2025-12-12T19:41:52.016869Z,600.0,CCPXUCJH,189,44,Female,White,Germany,United States,United States,German,No,Part-Time,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,N/A,Pass,N/A,Pass,N/A,Pass,Pass,Pass
693c6e2c7e4e8bc19ebf5689,67ac5f2b94b08886739a0003,APPROVED,Not Applicable,2025-12-12T19:34:27.437000Z,2025-12-12T19:54:58.199000Z,2025-12-13T10:56:48.408000Z,2025-12-12T19:54:58.533636Z,1231.0,CCPXUCJH,1165,45,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
693c6e308f6b4ab6a15b7119,67bca2520a799ae9507bc053,APPROVED,Not Applicable,2025-12-12T19:34:17.366000Z,2025-12-12T19:45:49.635000Z,2025-12-13T10:56:48.814000Z,2025-12-12T19:45:50.024517Z,693.0,CCPXUCJH,1453,62,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,Pass,N/A,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass,Pass,Pass
693c6e95dc12dfc44f76b178,673188f2decdb1f3f5c5a913,APPROVED,Not Applicable,2025-12-12T19:35:55.163000Z,2025-12-12T19:50:26.730000Z,2025-12-13T10:56:49.268000Z,2025-12-12T19:50:27.210620Z,872.0,CCPXUCJH,1327,37,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c6f291dd68eb089c85cef,67bac250ddac167f36c7131d,APPROVED,Not Applicable,2025-12-12T19:38:25.085000Z,2025-12-12T19:53:32.016000Z,2025-12-13T10:56:49.680000Z,2025-12-12T19:53:32.508411Z,907.0,CCPXUCJH,436,35,Male,White,United States,United States,United States,English,No,Full-Time,N/A,Pass,N/A,Pass,Pass,Pass,N/A,N/A,Pass,Pass,N/A,Pass,N/A,Pass,N/A,Pass,N/A,N/A
693c6f339fceca5a21aac5a5,66956649d7179281d46fa6f2,APPROVED,Not Applicable,2025-12-12T19:39:46.018000Z,2025-12-12T19:52:39.622000Z,2025-12-13T10:56:50.101000Z,2025-12-12T19:52:39.942920Z,774.0,CCPXUCJH,1795,47,Male,White,United States,United States,United States,English,No,Part-Time,N/A,Pass,N/A,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass,Pass,N/A,Pass,N/A,Pass,Pass,Pass
693c6facf91e935311ae3680,657619485d6869976045a220,APPROVED,Not Applicable,2025-12-12T19:40:30.810000Z,2025-12-12T19:49:11.626000Z,2025-12-13T10:56:50.503000Z,2025-12-12T19:49:11.955596Z,521.0,CCPXUCJH,712,50,Male,White,United States,United States,United States,English,No,Full-Time,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c6fc3579c3c8c7d205371,5dea10b4446c9012dc5e3fe3,APPROVED,Not Applicable,2025-12-12T19:40:55.681000Z,2025-12-12T19:48:08.134000Z,2025-12-13T10:56:50.898000Z,2025-12-12T19:48:08.487644Z,433.0,CCPXUCJH,1798,29,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c6fc52cd1d1b852a80e08,676039cccf8fb8b221348fad,APPROVED,Not Applicable,2025-12-12T19:40:59.129000Z,2025-12-12T19:56:04.712000Z,2025-12-13T10:56:51.304000Z,2025-12-12T19:56:05.054550Z,906.0,CCPXUCJH,600,42,Female,Asian,Sri Lanka,United States,Sri Lanka,Other,Yes,Full-Time,Pass,Pass,N/A,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,N/A,N/A,Pass,N/A,Pass,Pass,Pass
693c70372cd1d1b852a80e2d,6754212bee2fa6f30842fb86,APPROVED,Not Applicable,2025-12-12T19:42:53.909000Z,2025-12-12T19:55:50.570000Z,2025-12-13T10:56:51.711000Z,2025-12-12T19:55:50.925743Z,777.0,CCPXUCJH,831,33,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,N/A,Pass,Pass,Pass
693c71705fc99d581cc15271,67283913f11cbfde51b17706,APPROVED,Not Applicable,2025-12-12T19:48:05.505000Z,2025-12-12T19:58:39.242000Z,2025-12-13T10:56:52.132000Z,2025-12-12T19:58:39.795416Z,634.0,CCPXUCJH,575,45,Male,White,United States,United States,United States,English,No,Full-Time,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass,Pass
