"question","perceived_difficulty","objective_difficulty"
"2_1",0.396726726726727,0.234463276836158
"2_2",0.566398891966759,0.536723163841808
"2_3",0.577430167597765,0.446327683615819
"2_4",0.518938053097345,0.675141242937853
"2_5",0.760870712401055,0.915254237288136
